-99.95,0.007931254399694212
-99.85000000000001,0.0080399189906536
-99.75,0.00807088860731106
-99.65,0.0080238414560071
-99.55,0.007899209555327582
-99.45,0.007698171781627722
-99.35000000000001,0.0074226397542717
-99.25,0.007075236751476023
-99.15,0.006659269913054839
-99.05,0.006178696048552005
-98.95,0.005638081427628997
-98.85000000000001,0.005042555983671388
-98.75,0.004397762410883225
-98.65,0.003709800679295858
-98.55,0.0029851685307115926
-98.45,0.002230698551396542
-98.35000000000001,0.001453492444057444
-98.25,0.0006608531421222588
-98.15,-0.0001397845765061315
-98.05,-0.0009409243113074316
-97.95,-0.0017350784303134708
-97.85000000000001,-0.002514837969230967
-97.75,-0.003272941388256292
-97.65,-0.004002341553397632
-97.55,-0.004696270331955798
-97.45,-0.005348300220068996
-97.35000000000001,-0.005952402453607162
-97.25,-0.006503001091795735
-97.15,-0.006995022605339419
-97.05,-0.0074239405470659095
-96.95,-0.007785814932707988
-96.85000000000001,-0.008077326011904641
-96.75,-0.008295802164288562
-96.65,-0.00843924171210452
-96.55,-0.008506328498623839
-96.45,-0.008496441140130647
-96.35000000000001,-0.008409655917909835
-96.25,-0.008246743334920629
-96.15,-0.00800915841918178
-96.05,-0.007699024911779468
-95.95,-0.007319113531382737
-95.85000000000001,-0.006872814558730639
-95.75,-0.006364105033305545
-95.65,-0.005797510899922553
-95.55,-0.005178064484905801
-95.45,-0.004511257719508163
-95.35000000000001,-0.0038029915620339935
-95.25,-0.0030595220994544827
-95.15,-0.002287403833985341
-95.05,-0.0014934306799631915
-94.95,-0.0006845752113046828
-94.85000000000001,0.00013207329020412171
-94.75,0.0009493714305853109
-94.65,0.0017601843881179169
-94.55,0.0025574481362889475
-94.45,0.003334230664679513
-94.35000000000001,0.004083791671569929
-94.25,0.0047996402208266165
-94.15,0.005475589878642826
-94.05,0.006105810872651792
-93.95,0.006684878846540458
-93.85000000000001,0.007207819817243895
-93.75,0.007670150978730365
-93.65,0.008067917035964985
-93.55,0.008397721794443397
-93.45,0.008656754774354434
-93.35000000000001,0.008842812663534072
-93.25,0.00895431546951888
-93.15,0.008990317277763159
-93.05,0.008950511570063718
-92.95,0.008835231103999634
-92.85000000000001,0.008645442400386711
-92.75,0.008382734930930752
-92.65,0.008049305142114804
-92.55,0.007647935493496184
-92.45,0.00718196872867249
-92.35000000000001,0.006655277634936615
-92.25,0.006072230582745272
-92.15,0.005437653168338069
-92.05,0.004756786311949456
-91.95,0.004035241189821741
-91.85000000000001,0.003278951400513953
-91.75,0.0024941227846667084
-91.65,0.0016871813323188314
-91.55,0.0008647196230059175
-91.45,0.000033442251193155404
-91.35000000000001,-0.0007998893069427574
-91.25,-0.0016285119296908473
-91.15,-0.0024457157373323326
-91.05,-0.003244898187143248
-90.95,-0.004019616943270915
-90.85000000000001,-0.004763641103555422
-90.75,-0.005471000383246324
-90.65,-0.0061360318764875285
-90.55,-0.006753424040165704
-90.45,-0.007318257571013086
-90.35,-0.007826042875479312
-90.25,-0.008272753862551935
-90.15,-0.00865485782216431
-90.05,-0.008969341185741652
-89.95,-0.009213731000570715
-89.85,-0.009386111985673297
-89.75,-0.009485139073454059
-89.65,-0.009510045378263087
-89.55,-0.009460645569869723
-89.45,-0.009337334666372411
-89.35,-0.009141082297026013
-89.25,-0.008873422520521885
-89.15,-0.008536439318186193
-89.05,-0.008132747914098301
